lat,lng,pred,cluster
1.455238538601311,103.7626485082271,0.14282724808673466,0
1.455262715339773,103.7614477789313,0.39023636798469385,3
1.455309238599606,103.7616244132992,0.36194595025510207,3
1.455403563873493,103.7632712438025,0.2639841092687074,2
1.455428046144688,103.7633592969363,0.2078350871598639,1
1.455434122768502,103.7629818888808,0.17763472576530612,1
1.455452458338997,103.7634470849073,0.21725193983843535,1
1.455488908047932,103.7596848074,0.24274885735544216,1
1.4554979353401398,103.75973301088844,0.21778340242346936,1
1.455518539007835,103.7636848111309,0.24402436755952375,1
1.455523722829702,103.7598644452009,0.3124800701530612,2
1.455540596702479,103.7599535569551,0.21158522002551017,1
1.455553605441521,103.7624055678742,0.3745150403911564,3
1.455557607958597,103.7600436412192,0.3304036458333333,2
1.455625450916947,103.7604018571637,0.23290019132653053,1
1.455642395351077,103.7604911460845,0.22122130102040813,1
1.455659755251658,103.7605828219986,0.2148503932823129,1
1.455768965738992,103.762188707734,0.3419031675170068,2
1.455859530752245,103.7649120827686,0.1364131590136054,0
1.455945793852792,103.7594269320991,0.2689698926445578,2
1.455949296284913,103.7621844642452,0.09823089392006797,0
1.4559755472817408,103.76538082597438,0.11127165710034008,0
1.4562312612766104,103.76216483379746,0.12339564732142853,0
1.456240475205327,103.7629984339062,0.14920812074829926,0
1.45625823073316,103.7605305746763,0.09971898915816323,0
1.45630422103869,103.7593404728188,0.3142239317602041,2
1.456307315806357,103.7604800070673,0.12422937925170065,0
1.456375179445982,103.7634640169533,0.0663663903061224,0
1.4565118386111,103.7662458980479,0.12482395301870741,0
1.456551373358249,103.7602166491461,0.19060905612244894,1
1.4565570441529088,103.761198249229,0.0,0
1.456568914954208,103.7649115523218,0.05380726509353736,0
1.456650195205306,103.7663827547692,0.1356392166241496,0
1.4566968761633283,103.7590344971888,0.3317555537840136,2
1.456724072117487,103.7627184376459,0.3631350977891156,3
1.456817549979704,103.7638528845392,0.057095689838435326,0
1.456831272850788,103.7659246212539,0.42177202912414963,3
1.4568340990509856,103.76721028478678,0.03388406143707478,0
1.456840607198903,103.7592289952399,0.34517830569727886,2
1.45684710672405,103.7645565070199,0.33158947172619047,2
1.456865093162048,103.7625775179694,0.3268727412840136,2
1.456900207074701,103.7601165750396,0.33322704081632654,2
1.456956730129144,103.7658065959874,0.2209754995748299,1
1.456964444437234,103.766606340759,0.15387170493197277,0
1.456978686208441,103.7652752625508,0.22984095982142852,1
1.456988749183538,103.7654790432626,0.22241044855442174,1
1.457032162654137,103.7625151915598,0.36886492878401356,3
1.457041324929351,103.7666760954204,0.20943279655612243,1
1.457173499645941,103.7653068242286,0.2471832482993197,1
1.457282544354932,103.7664653285948,0.11255048894557818,0
1.457312869398369,103.767423064907,0.26283814306972786,2
1.457330061099348,103.7635344309011,0.31470556972789115,2
1.457396728772885,103.7673511880319,0.3089126275510204,2
1.457398088747772,103.7659930494335,0.06302149766156458,0
1.457446737157164,103.7599896260153,0.4217122395833333,3
1.4574946,103.7690224,0.4823056175595238,3
1.457514855021697,103.7636896735162,0.1802687872023809,1
1.457519940506689,103.7621706729073,0.23733790391156462,1
1.457533430886227,103.7674315522159,0.2594401041666667,2
1.4576324,103.7689637,0.5483929900085034,4
1.457641529418213,103.7590581102809,0.41093351403061223,3
1.457644270844134,103.7670813627624,0.30745110544217685,2
1.457681502878893,103.7644667733584,0.20997422406462582,1
1.457685217530695,103.7636747327328,0.10698009672619045,0
1.457704453262009,103.7655268236995,0.38469919217687076,3
1.457704746893976,103.76405134707,0.01932862988945575,0
1.457710573677372,103.7670186806264,0.36221168154761907,3
1.457715300588252,103.7599272124026,0.42034372342687076,3
1.457736536595397,103.7660057802615,0.03749468537414962,0
1.45775142130169,103.7644109882256,0.14552442070578225,0
1.4578067,103.7675917,0.01031369579081625,0
1.45781705261094,103.7628444167793,0.23963315795068027,1
1.4578326700069997,103.76148113939516,0.0,0
1.4578438745714837,103.76746804634982,0.01031369579081625,0
1.457881327507575,103.7642241833459,0.0523424213435374,0
1.457912085426481,103.7590101069405,0.34306242028061223,2
1.45792,103.769025,0.3077168367346939,2
1.458030104836384,103.7661540414508,0.06954187925170062,0
1.458085708396189,103.7589791655699,0.3461947278911564,2
1.458097054864654,103.7635015435364,0.13976469494047614,0
1.458173176037738,103.7644417540329,0.13198873299319724,0
1.458186759420661,103.7690478935838,0.38827992134353745,3
1.4581955,103.7692668,0.1366722470238095,0
1.4582001867134995,103.76563960198604,0.1854704772534013,1
1.458236825737646,103.76571333843884,0.14244193771258498,0
1.458269509867119,103.7634274585885,0.10439918154761901,0
1.45828585783447,103.7667310858127,0.04479897427721085,0
